Quest,Review,Popular,Another,Questslink
,"Всех приветствую, шёл-шёл по улице и вдруг - волна ностальгии. Вспомнил как в 2017(не факт что фильм того же года) смотрел фильм что-то типо хоррора про акулу - убийцу. К сожалению почти не помню фильм, помню сцену \nОколо 10 ребят(может больше или меньше) плывут в море на яхте, среди них пара, лет 50 - муж и жена, с собакой. Вдруг собака спрыгивает в воду и начинает уплывать от яхты, её хозяйка бросилась за ней доплыла до неё, схватила, поплыла обратно, и вдруг показывается из пучины огромная акула и плывет к ним, она конечно ускоряется и на последней секунде успевает запрыгнуть.  \nЯ конечно понимаю, что по такому описанию фильм хер найдёшь, но попытайтесь хотя бы) \n \n \n \np.s спасибо заранее)","половина описания конечно отсебятина и бред но в целом есть фрагмент про молодожёнов и собаку которая спрыгнула с яхты и поплыла,возможно это именно то что вы запомнили","['Блин, что-то очеееееень знакомое, пишу']",https://otvet.mail.ru/question/233865952
,,"Кинопоиск предлагает слишком мало похожих. Например, киномайл. ру предлагает больше, но название сайта, где списки многостраничные, я что-то не могу найти.","['Кинопоиск\\nhttps//www.kinopoisk.ru/', 'Я на ivi фильмы смотрю. Один заканчивается и начинается похожий фильм автоматически. Это имеете ввиду?', 'Да, зимлиничкин прав, кинопоиск...', 'https//bestsimilar.com/ - хороший сайт для поиска похожих фильмов/сериалов\\nВот ещё любопытный сайт для поиска похожих фильмов, только названия нужно вводить на английском языке https//www.movie-map.com/', 'Практически все онлайн-кинотеатры', 'Сервис поиска и подбора похожих фильмов\\nhttps//selectfilm.ru/', 'кинонавигатор еще есть, https//kinonavigator.ru/\\nно по факту ни одного) \\nпо опыту почти везде выдается популистика часто далекая от искомого. потому что база таких сайтов формируется по оценкам зрителей, а подавляющее большинство зрителей не различает индивидуальных оттенков, визуальных, стилистических и сюжетно-психологических нюансов. Плюс еще личные симпатии антипатии к темам и актерам накладываются. В итоге все система не имеет объективности. Поэтому рекомендации чаще всего бывают очень условными и малосходными, а иногда и вовсе не имеющмими ничего общего с искомым желаемым. Но для неискушенного зрителя норм)', 'Я ориентируюсь по Кинопоиску. Но в последнее время пользуюсь просто Гуглом.']",https://otvet.mail.ru/question/228500940
Помогите найти фильм,"я тут вспомнила фильм, его как то показывали на тв, но не помню какой канал был и когда его вообще показывали... не могу никак найти и плохо помню его\nтам девушка взаперти всегда дома сидела и слушала пластинки разные, а мать вроде фигнёй занималась какой то, короче не ценила дочь ,а она(дочь) в какой то момент стала петь в окно и у неё оказался прекрасный голос(сама она была застенчивая, так как всегда дома сидела) и в конце она уже выступала на сцене...\nне знаю, даст ли такое описание что то, но помогите пожалуйста )",0,[],https://otvet.mail.ru/question/234728007
Помогите найти фильм,"Помогите найти фильм по одному моменту. Семья с ребёнком едут в машине, по радио начинает играть песня RHCP - Teenager in love. Всё дружно начинают подпевать и в этот момент попадают в аварию.",есть еще инфа?,['Недетское кино?'],https://otvet.mail.ru/question/229798263
,Чтоб в поиске можно было выбрать одновременно жанр-год и страну снявшего фильм ?,Кинокрад.,"['Очевидно. Кинопоиск. (Расширенный поиск)', 'Кинопоиск.... или не ищешь легких решений?', 'https//my.lordfilm0.live/ этот чёли', 'https//f7.lordfilm.fun/', 'IMDB наверно, а так я вообще выбираю фильмы на https//mubi.com/lists', 'http//pickfilm.ru/search.html']",https://otvet.mail.ru/question/219742366
Помогите найти фильм про инопланетян,"Основная часть фильмa происходит в супермаркете,люди там спрятались от разных инопланетных существ.Не помню названия фильма,но фильм культовый.","Может Мгла по Кингу, только не совсем инопланетяне.","['Туман или Мгла, но там не инопланетяне', 'Вторжение 2007']",https://otvet.mail.ru/question/227636109
Не могу найти фильм,"не могу найти фильм , про то как старый военный обучает отряд неудачников в военном лагере и подготавливает их к боевым действиям","Может, тогда и не стоит искать такой фильм. Забыли - и к счастью.",['Цельнометаллическая оболочка?'],https://otvet.mail.ru/question/230909117
Помогите найти фильм,"Подскажите фильм\nЖанр Триллер\n\nВ главных ролях чернокожий парень с бородой\nВ начали фильм вроде как штурм оперы или что-то подобное\nА в конце это парень шел против времени, и был в маске кислородной",Переговорщик?,"['Фильм довод, оригинал ное название tenet']",https://otvet.mail.ru/question/230488342
Помогите найти фильм,"Не знаю точно фильм это или сериал я смотрела его 12 лет назад, и на протяжении уже 1 года я не могу найти этот фильм. Все что я помню что была какая то страна или город в нем детей которые не слушались утаскивал под землю какое механическое существо, далее из этих детей делали взрослых при помощи машин похожих на солярий. Был момент мальчик ходил растрёпанный и грязный много людей пришло над ним посмеяться, некоторым было его жаль и потом из него сделали уже взрослого мужика, вроде как то так",Розовая пантера,"['Мне теперь самому интересно что за фильм', 'Хотя нет простите не знаю.\\nПро роботов смотрел только искуственный разум.', 'Легенда острова Двид?']",https://otvet.mail.ru/question/228301377
,"Здравствуйте. Помогите найти фильм, где то ли хирург, то ли ученый вырезал людям глаза и вроде бы по каким то причинам складывал их в банки у себя в лаборатории",Конвейер смерти (2006)?\n https//www.kinopoisk.ru/film/82656/ \nМучительная боль (1987)?\n https//www.kinopoisk.ru/film/58796/,[],https://otvet.mail.ru/question/233036836
,"Суть в том, что она была обеспеченной и значительно старше его. В фильме была сцена, где она пришла к начальнику и разделась догола, а потом завернулась то ли в штору, то ли во что-то другое. Затем, по ходу фильма, она и этот скейтер будто бы синхронизировались, начали повторять движения друг друга он садится и она садится, он поднимает руку и она поднимает руку и тд.",день за днем ты спрашиваешь одно и то же тебе отвечают. ты даже не дополняешь вопрос а просто его копируешь.,[],https://otvet.mail.ru/question/233636870
,"Фильм, действия которого происходят в будущем, в котором все люди одинаковые и живут под землей, власть, главные им говорят, что они в убежище, а на земле произошла ядерная война. Каждый из людей жил в отдельной своей камере с экраном большого телевизора, где крутили тупые рекламы с передачами, и была одна передача, где можно было чтото выиграть, уже не помню что, и, как я помню, каждый вроде ходил в спортзал зарабатывал какие то очки, потом был какой то конкурс, где выбирали победителя, но оказалось, что их просто уничтожали или чтото нехорошее с ними делали. Парочка одна об этом догадалась и смогли выбраться наружу. Далее получилось так, что все они двойники богатых спонсоров, они нашли своих реальных клонов и уже дальше помню херово. Прошу, напомните название (",Остров,"['Изгой (2000)', 'Похоже на сериал черное зеркало', 'Черное зеркало - ПЯТНАДЦАТЬ МИЛЛИОНОВ ЗАСЛУГ', 'Эта одна из серий Чёрного Зеркала. Классный сериал кстати', 'Подождали бы 3 дня и без единого коммента Ваш не-впрос стал бы Лидером, как это случилось с\\n\\nИщу название фильма Русаков Иван, открыт 11 часов назад \\n Вопрос-лидер', 'футурама', 'Остров, 2005 года)', 'Остров, 2005 года)', 'начало описания похоже на  одну серию из сериала Черное зеркало, там тоже люди жили в бункере каждый в своей комнате и крутили педали чтоб заработать очки и смотрели рекламы, чтоб попасть на шоу типа поиска талантов, но потом что-то не сходится', 'тайлер дерден']",https://otvet.mail.ru/question/231224454
Помогите найти фильмы по воспоминаниям,"Огромное спасибо всем, кто помог найти половину фильмов. Не хочу быть навязчивым, но может кто ещё подскажет оставшиеся. Публикую в последний раз, чтобы не нагнетать. Ещё раз всем спасибо кто помог. \n \n1. Фильм где ребёнок на Хэллоуин пришёл в красном костюме к деду и хотел яйцами вроде закидать на что дед начал ему чё-то дома загонять, а в это время в этом же костюме ходил чёрт по городу и творил безобразие. В конце копы поймали пацана. \n \n2. Фильм где дети собирали конфеты для демона хэллуина или чёт такое, а им не верили, но они не хотели жертв   \n \n3. Фильм связанный с названием астрал где в колледже чел хотел узнать про своего отца вроде бы. И они то-ли сеанс провели то-ли ещё чёт и пошло всё по одному месту. Или в компе ошибки были не помню (Не тело Дженнифер) \n \n4. Фрагмент мужчина и женщина вроде бы пожилые у себя в доме заперли девушку и приходил мент их искать она пыталась подать звук, но её не заметили. А в наказание ей залил в рот кипяток, чтобы она не могла кричать в дальнейшем \n \n5. Помню в начале вроде бы баба завела группу людей в храме и там была лестница винтовая вниз ну в общем заманила и они умирали там. И возможно в конце бабочка вылетела из храма или птица  \n \n6. Фильм по типу квеста и там мол вначале было сказано что пугают больше всего звуки, чем визуальные образы были куклы а под конец Призрак захочет кого-то в сетке на полу с гавном и жуками. Или они хотели побороть страхи, но их там мочили. \n \n7. Где слепому ветерану суициднику наняли няньку из гарварда и они полетели отдыхать в конце был хэпиенд. Ещё его друзья преподу машину разбили и на няньку пытались скинуть. Старый американский чисто с моралью, больше даже семейный. \n \n8. Помню был ресторан и его затопило из-за беспечности пацана. Народ предупреждали о наводнении он из-за вечеринки не положил норм песка и затопило ресторан. Вначале фильма он ещё рыбу готовил. И был тост от кого-то под конец на фоне небоскрёбов за маленьких людей с большими идеями  \n \n \n9. Фильм предположительно французский (европейский конца 90-х начала 2000). Мать и сын лет 15-18 живут у моря. Сын ухаживает за мамой. Она в инвалидном кресле. Сын родился в результате изнасилования. Мать видит в нем отца насильника. Сын пытается доказывать что он не такой. По соседству появляется девушка на каникулы, которая подбивает клинья к парню. Он вроде не то не се. А мать боится что в сыне проснется маньяк насильник как в отце. \n \n10. Русский фильм достаточно странный. Про север вроде бы. Там было ещё кинотеатр и его суфлировала женщина. Один из гг здоровый мужик думал что ему изменяет жена оч красивая. Под конец начался потоп и они помирились спасая бабку.  \n \n11. Парень с девушкой пошли в музей или на квест что-то такое в итоге там реально мучали людей помню Наркоман лежал вечно под дозой и его отключили, кого-то током били, кого-то убили стальными прутьями и вроде бы он сам всё организовал иди как-то так а может и нет не помню",0,[],https://otvet.mail.ru/question/231907202
Друзья помогите найти фильм по этим скринам,Друзья помогите найти фильм по этим скринам,0,[],https://otvet.mail.ru/question/229345086
,В общем фильм про то как молодой парень находит какого-то маньяка которого нашла полиция но вскоре отпустила потому как у них не было доказательств о совершенных ими преступлениях. Он учит его мелочам разным про то как уговорить девушку сесть в машину о том как не оставлять улики. Сам маньяк старик который носит очки прозрачные такие. Ну типичный псих короче. Там ещё сцену помню как он ученик убил девушку а старик его ругал за то что тот окурки оставил в пепельнице. Мол тест ДНК и всё такое прочие. Потом они или он не помню положили девушку в ванну и... а дальше я забыл что было и не могу вспомнить. И разумеется название фильма тоже не помню абсолютно. Поэтому пожалуйста помогите найти скиньте название. Буду благодарен.,"Тот, кто меня слышит\n о нет, это  не тот фильм(",[],https://otvet.mail.ru/question/229506547
Помогите найти фильм по описанию,"Рождественский фильм по истории Чальза Диккенса - рождественская песнь.\nФильм начинается с девушки, которая сидит в студии звукозаписи и поёт песню  Примерно - Just one kiss for Christmas.  Ей песня не нравится, потому что она не любит рождество. Заставляет всех работать на праздники. Ссориться с другом, котого любит. Потом идёт в бар и к ней подходит человек, призрак прошлого рождества. Показывает ей, какой она была и как стала стервой. После возвращения, дух настоящего рождества показывает, что мама её друга болеет, но он не может к ней приехать. Она после видит родителей, которые расстроились, что она не приехала. А когда она встречается с духом будущего, то видит, что вместе с другом попала в аварию, в которой друг умирает, а она выживает. Хотя и просит духа спасти друга. Когда она возвращается в реальный мир, в настоящее, она меняется. Всех отправляет на праздники, а к матери друга приходит и поёт песню. Она его целуют и хеппи энд.\nИскала в поиске Рождественская песнь, но выходит только одна и это совсем не то. И множество других, совершенно не тех. Может быть кто-то видел такой фильм. Подскажите. Вдруг совсем другое название у него. Как нашла, совсем не помню. Случайно гуляла по интернету и увидела его.",Второй шанс на Рождество (2017)\nhttps//www.kinopoisk.ru/film/1072175/,['Человеческая многоножка 2'],https://otvet.mail.ru/question/227651685
,"Ребят, я давно разыскиваю один фильм, участник в создании оного мне сказал, что в публичном доступе его нет, он хранится в фильмофонде Белорусфильма, но у него нету зарегистрированного права собственности . Могу ли я как то выкупить этот фильм или просто попросить оцифровать?","Василь, а кто вам мешает обратиться в фильмофонд  Белорусфильма а не спрашивать тут у людей, которые не компетентны в этом вопросе?","['выкупить точно не можете. Это собственность фонда. Оцифровка теоретически возможна за большие деньги.', 'спроси сюжет здесь, может уже слили в инет']",https://otvet.mail.ru/question/232758111
,"Значит фильм старый, я смотрел его наверное в 2008 году.\nФильм отца с сыном, отец сделал какое то преступления, а сын играет в бейсбол, он очень хорошо бросает мяч, на столько что его измеряют радаром. \nНо что бы его взяли в команую им приходится жульничать он вроде на год старше всех, финал фильма помню, отца сажают в тюрьму, и потом отец когда выходит из тюрьмы, его встречает сын уже взрослый с друзьями и девушкой. \nТам в фильме еще парень в их команде который ловит мячи, сует руку постоянно в ведро со льдом.",\Микки\ (2004)\nhttps//www.kinopoisk.ru/film/20086/,"['Тебе приснилось, это чушь']",https://otvet.mail.ru/question/228500373
Помогите найти фильм,"Помогите найти фильм где дети ищут сокровище, а за ними охотится злодей в плаще с эллектрической штукой",Сокровища рыцарей Тайна Милюзины. (2012)\nhttps//www.kinopoisk.ru/film/597598/,['Детское порно с бетменом'],https://otvet.mail.ru/question/228573234
Помогите найти фильм,"фильм не новый. Про девушку, которая устраивается работать уборщицей на месте преступлений. Потому что когда-то в детстве увидела, как умер парень и ей понравилась кровь. она психически неуравновешенная. У неё теория на отрубленные головы - голова ещё будет говорить ,если её отрубить. Как раз разгуливает маньяк в фильме, который отрубает головы. и в конце они танцуют и она отрубает ему голову.",Запёкшаяся кровь\n https//www.kinopoisk.ru/film/9687/,"['Б-же, я тоже этот фильм искала. Просто спасибо за вопрос и спасибо за ответ.']",https://otvet.mail.ru/question/234029145
,"фильм наверно США\nфантастика или ужасник\nкомпания людей, пары 4-ре кажется,  находятся у кого-то в гостях\nэто происходит в доме, а не в квартире\nэто было или вечером, или ночью\nу них даже какой-то спор был за столом или ссора\nкажется, кто-то вышел из дома и не вернулся\nна улице, что-то странное происходит, что они боятся выходить\nили кто-то все -таки пошел к соседям\nЧем закончилось не знаю, т.к. стало неинтересно\n\nЗнаю, что описание никакое, но мне находили фильмы с еще меньшим описанием\nСпасибо.","Крик, скорее всего","['Смешарики начало', 'Названия не помню. Это был фильм с перепутанными временными линиями. Там герои пытались как-то закодировать свою реальность. В частности, одни использовали красные фонари, а другие - синие. Там как антураж было про пролёт кометы или типа того.\\nИ вот как минимум две группы одинаковых людей из разных вселенных пересекались.\\nНадеюсь, с таким описанием будет легче найти -  среди фильмов про параллельные вселенные, например. Нашёл! Фильм называется \\Связь\\!Описание есть на https//lifehacker.ru/filmy-pro-parallelnyj-mir/', 'Правильный ответ у Айрата Шигапова.\\nКомета спутала временные линии и люди из параллельных реальностей оказались вперемешку в похожих сценах в разных реальностях.']",https://otvet.mail.ru/question/233968741
,"Несколько друзей парней и девушек отправились на яхте в открытое море, прыгнули все поплавать, а оказалось что лестницу забыли спустить, и так оказались в без выходном положении, в открытом море, только у одной девушки был спасательный жилет.\nПытался найти фильм сам, но в поиске открывает фильмы про акул, а в фильме вообще нет акул.",Дрейф,['титаник'],https://otvet.mail.ru/question/230752466
Помогите найти фильм,Доброго времени суток. \nЧастенько вижу в Тик Токе обрезки от фильмов,"В этом фильме есть три истории,одна из них называется Одинокий утёс или Ободранная старуха,там есть похожее по описанию твоему.",['Попробуй найти по фото'],https://otvet.mail.ru/question/228827385
Помогите найти фильм,"Я не могу найти фильм. Этот фильм из жанра глупового/треш хорора Я помню в нём была пара, которая куда-то ехала и заблудившись приехала к какому-то дому в лесу. Следующее что я помню это то, что они ужинали за столом с хозяином этого дома, им подают сосиски и хозяин говорит, что они сделаны из собак.\n\nЭТО НЕ БИТЛДЖУС, АДСКИЙ МОТЕЛЬ",в битлджусе никто не заблуждался,"['Таинственный лес?', 'Тупой ещё тупее', 'А']",https://otvet.mail.ru/question/234733305
,"Не могу вспомнить название фильма, вроде как французского производства. Фильм про старшую сестру (примерно 11 лет) и младшего брата (лет так 5-6) в начале фильма у них уезжает мать куда то , типа как в командировку и оставляет их одних. Фильм не новый скорее всего 00-вые или даже раньше",0,[],https://otvet.mail.ru/question/232127511
,"недавно, я наткнулся на сериал.\n\nгде был и убийца на женщин.\n\nи там была машина времени.\n\nчто за сериал был я не скажу, это неважно.\n\nв общем",Американские психопат(обе части),['Уууу угнетатель'],https://otvet.mail.ru/question/231724362
Помогите найти фильм ужасов,Приветствую,0,[],https://otvet.mail.ru/question/229390686
Помогите найти фильм,"Смотрел давным давно фильм про оборотней и вампиров, начинается так, семья (отец, дочь постарше и сын) отправляется в другой город или страну за замком, когда они приезжают их там ждёт горничная, всех расселяют по комнатам, сестра с братом начинают бродить по замку, нашли потайную комнату начали все рассматривать, сестра разбивает колбу с кровью и наступает на неё, они услышали как идёт к ним горничная и спрятались, потом по тихоньку девушка превращается в оборотня и начинает ночью уходить из замка чтобы съесть дичь, момент ещё такой есть где она не понимает что с ней происходит, вроде на свидание собирается и у неё на ногах начинают расти волосы быстро, а она их сдирает и все заново растёт, середину фильма не особо помню, в конце они бились с оборотнями, короче как то так)","Мальчик, который рассказывал об оборотне\nhttps//www.kinopoisk.ru/film/564514/",[],https://otvet.mail.ru/question/228452768
,Самые хорошие фильмы не найти (мой опыт),Так напиш,['Дай вк свой я тебе скину'],https://otvet.mail.ru/question/230034021
,"ищу фильм про 3х   мушкетеров, где в конце дерутся  на бочках , и в этом фильме все драки поставил китаец из монастыря шаолинь и по этому создается такое впечатление, что все мушкетеры знают китайское кунг фу , искал как мог нашел 4 других фильма, нашел даже такой фильм, где дартаньян НЕГР... но этого не смог найти , если знаете помогите, спасибо всем",ты в курсе что географически это немного далеко азия и европа ?,[],https://otvet.mail.ru/question/233236102
,"Максим выше - красава!) От себя просто хочу добавить, что вот отличная группа, в VK, со старыми фильмами",0,[],https://otvet.mail.ru/question/229408653
,"Ищу фильм, смотрел очень давно. Фабула события в Югославии во время войны. Существует услуга для богатых американцев, которые со специальным инструктором тайно приезжают в Боснию для охоты на людей. Но в этот заезд прибыла журналистка под прикрытием. Кто знает название фильма?",спаситель,"['Смотрел, отличный. Не помню. --  Забей - фильмы про охоту на людей.']",https://otvet.mail.ru/question/234591716
Помогите найти фильм,"Помогите найти фильм хоррор. Фильм русский хоррор. Я помню что он был про художника которого преследовал дух его бабки, бабка убила его друга который его кинул на картины и его девушку вселилась в нее и из окна выпрыгнула и в конце фильма главный герой едет в деревню где когда то жил с ней и ножом режет картину какую то и его за ноги руки хватают)",гпу,['Бред какой-то'],https://otvet.mail.ru/question/232433137
Как найти фильмы без голосов,"Не знаете где найти фильмы, дорамы, аниме и т.п. в формате AVI (не принципиально","Как вариант,  удалить голос на каком нибудь сайте по удалению вокала из песен, например на vocalremover.org. Только там придётся порезать на куски по 10 мин. А запросит денежку, можно попробовать через VPN (у меня получилось). Или возможно поможет удаление истории поиска (полностью, в том числе куки, данные, настройки сайтов) - этот вариант не пробовал",[],https://otvet.mail.ru/question/228786810
Помогите найти фильм про двух парней и каннибалов,"фильм в котором двух парней (Они вроде были близнецами) поймали маньяки или каннибалы, один из них нашел девушку у которой пропал брат, они узнают что их братьев убили, в конце фильма парень с девушкой встречают полицейского которого убивают и они решают отомстить за своих братьев",гейпорно,"['Слишком мало слов, мало инфы. Напишите больше чтоб было ясно.  https//otvet.mail.ru/question/232779638']",https://otvet.mail.ru/question/232938634
Помогите найти фильм,"Смотрел в детстве лет 16 назад, нигде не могу найти. \nВ общем сюжет такой\n2ум парням из детского дома дают квартиру, им нечего есть они перебиваються, ходят в босеин к богатому мужику, ради еды. \nЗатем они встречают фсбшника, мутят с ним не законные дела. \nЭтот мужик в итоге приносит к ним в квартиру сумку с баксами и проподает. Один парень решает найти свою мать, которой нагадала цыганка, что она найдёт клад под домом и всю жизнь копала карьер(из за этого парня и забрали в детский дом). \nПарень приехал на родину встретил сестру, мать которая сказала, что эти деньги грязные и сожгла их. \nУ кого не спрошу никто об этом фильме не слышал, но воспоминания на столько красочные, что это не могло мне приснится",Залезь на Луну (2010)\n\n https//www.kinopoisk.ru/film/521633/,[],https://otvet.mail.ru/question/230066837
Помогите найти фильм,"Помогите пожалуйста найти фильм хоррор.\nФильм о камере, через которую видно потусторонний мир, всякую нечисть.Помню только трейлер в котором  показывается группа людей от первого лица, которые находятся в доме,снимают через камеру кровать и переводят её на потолок, где увидели какую-то женщину сидящую на нём.",Паранормальное явление 5 Призраки в 3D (2015)?\nhttps//www.kinopoisk.ru/film/714861/,[],https://otvet.mail.ru/question/227853527
,,Зелёный сойлент (1973) \nБегство Логана (1976)\nБразилия (1985)\nТемный город (1998)\nСказки Юга (2006)\nЛобстер (2015)\nВысотка (2015),"['любой фильм Квентина Тарантино. Ну или любой фильм Невского', 'Заводной апельсин 2 Кровавое караоке  https//www.kinopoisk.ru/film/199109/']",https://otvet.mail.ru/question/233177255
Найти фильм по цитате,"Ребята, в треке Овсянкина по запястьям в интро звучит цитата из фильма\nГде ты была? \nВ больнице \nКак это? \nУ нас должен был быть ребенок, но он умер \nЧёрт...\n\nИ так же в конце продолжение\nТы в порядке? \nДа \nГрустишь? \nНет, мне так лучше \nУколишься? \nДа\n\nПомогите, пожалуйста найти фильм!",ну это из фильма из которого взяли эту цитату,[],https://otvet.mail.ru/question/231080557
,"фильм где два парня нашли какого то бывшего в преступника и хотели чтобы он научил их лучше драться. Он еще дал одному из парней бить бумажный листочек точно. Был момент, когда этот бывший преступник был на ринге и надо было продержаться, и один из них как раз продержался. Еще был момент где этот зек избил копов, потому что один знакомый коп когда проверял его трейлер, подложил туда пистолет",Человек паук?,[],https://otvet.mail.ru/question/233775748
,"Ребята, помогите найти фильм. Знаю что он снят в 90. Парня обвинили в убийстве девушки. Они подростки. Отец девушки бизнесмен. Встречается с адвокатшей, которая потом защищает этого парня. Он не виноват, они его прячут. Где-то вроде на конюшне. Отец бизнесмен хочет убить парня. Адвокатша знает что он не виноват.",Зелёный слоник (1999),[],https://otvet.mail.ru/question/232151420
Помогите найти фильм по описанию ужастик,"фильм эпохи 90-х.  Из-за молнии каким-то образом нечто попадает в подвал дома, где поочередно, как какая-то субстанция с щупальцами, ловит людей. После того как поймала, головы людей становятся ее частью (на концах щупалец), головы могут говорить и заманивать других людей. \n\nа в конце фильма за ним прилетают инопланетяне и забирают, т.к. это их домашний питомец",Кольская сверхглубокая)))русские не далеко ушли,"['Плин, Клифхенгера здесь нет, он бы подсказал', 'Вот реально помню, что смотрел (в видеосалоне в санатории или в круиза на теплоходе), а как называется - не помню..', 'Спутник']",https://otvet.mail.ru/question/230314445
,"Всем привет! Давно ищу фильм, основан был вроде на произведении классиков, очень древний, иностранный, все что помню там история была что муж держал свою жену за дверью в комнате, скрывал ее ото всех, все думали что в этом доме живет призрак или чудовище, сюжет был сильный, вся развязка была что кто то нашел эту жену и вроде как этим все объяснилось в фильме, что волосы в жилах стынут, помогите пожалуйста с поиском, драма вроде.","Джен Эйр?\nВолосы в жилах - это да... стынут, не то слово.",[],https://otvet.mail.ru/question/229674393
,"Помогите найти фильм, сюжет не очень помню. Концовка такова - на Землю с космоса скидываются молибденовые или вольфрамовые электроды (Стрелы Бога), показывается как рушатся столицы больших государств, рушатся тектанические плиты. Давно смотрел, хочется пересмотреть, но не помню название фильма.",Бросок кобры 2\nсо спутника сбрасывали вольфрамовые стержни,"['Фильм называется 2012(2009 года)', 'По вашему описанию', '1500р']",https://otvet.mail.ru/question/232963915
